domain,problem,config,solved,cost,wall,search_time,picked,tr_off,tr_on,probe_time
pegsol-08-strips,p05.pddl,off,1,4,0.618,0.0102182,,,,
pegsol-08-strips,p05.pddl,on,1,4,0.669,0.00737852,,,,
pegsol-08-strips,p05.pddl,selector,1,4,0.568,0.00755418,presolve,,,
pegsol-08-strips,p06.pddl,off,1,4,0.618,0.0604906,,,,
pegsol-08-strips,p06.pddl,on,1,4,0.618,0.0664235,,,,
pegsol-08-strips,p06.pddl,selector,1,4,0.719,0.0609664,presolve,,,
pegsol-08-strips,p07.pddl,off,1,3,0.568,0.0213143,,,,
pegsol-08-strips,p07.pddl,on,1,3,0.668,0.0220213,,,,
pegsol-08-strips,p07.pddl,selector,1,3,0.668,0.0216151,presolve,,,
pegsol-08-strips,p08.pddl,off,1,6,1.574,0.841673,,,,
pegsol-08-strips,p08.pddl,on,1,6,1.221,0.591015,,,,
pegsol-08-strips,p08.pddl,selector,1,6,1.675,0.896701,presolve,,,
pegsol-08-strips,p09.pddl,off,1,5,1.122,0.443999,,,,
pegsol-08-strips,p09.pddl,on,1,5,1.121,0.375577,,,,
pegsol-08-strips,p09.pddl,selector,1,5,1.272,0.347952,presolve,,,
pegsol-08-strips,p10.pddl,off,1,6,1.624,0.874998,,,,
pegsol-08-strips,p10.pddl,on,1,6,1.724,0.970135,,,,
pegsol-08-strips,p10.pddl,selector,1,6,1.925,1.00433,presolve,,,
pegsol-08-strips,p11.pddl,off,1,7,0.819,0.141,,,,
pegsol-08-strips,p11.pddl,on,1,7,0.870,0.148,,,,
pegsol-08-strips,p11.pddl,selector,1,7,1.021,0.142857,presolve,,,
pegsol-08-strips,p12.pddl,off,1,8,1.726,0.958451,,,,
pegsol-08-strips,p12.pddl,on,1,8,1.876,1.11798,,,,
pegsol-08-strips,p12.pddl,selector,1,8,1.875,0.942618,presolve,,,
pegsol-08-strips,p13.pddl,off,1,9,2.077,1.34021,,,,
pegsol-08-strips,p13.pddl,on,1,9,1.926,1.20426,,,,
pegsol-08-strips,p13.pddl,selector,1,9,2.027,1.11832,presolve,,,
pegsol-08-strips,p14.pddl,off,1,7,1.675,0.978298,,,,
pegsol-08-strips,p14.pddl,on,1,7,1.825,1.05908,,,,
pegsol-08-strips,p14.pddl,selector,1,7,1.926,0.986988,presolve,,,
pegsol-08-strips,p15.pddl,off,1,8,1.322,0.699176,,,,
pegsol-08-strips,p15.pddl,on,1,8,1.875,1.14297,,,,
pegsol-08-strips,p15.pddl,selector,1,8,1.674,0.805515,presolve,,,
pegsol-08-strips,p16.pddl,off,1,8,1.272,0.555891,,,,
pegsol-08-strips,p16.pddl,on,1,8,1.674,0.982968,,,,
pegsol-08-strips,p16.pddl,selector,1,8,1.272,0.555672,presolve,,,
pegsol-08-strips,p17.pddl,off,1,10,5.296,4.52884,,,,
pegsol-08-strips,p17.pddl,on,1,10,3.987,3.27359,,,,
pegsol-08-strips,p17.pddl,selector,1,10,4.441,3.56749,presolve,,,
pegsol-08-strips,p18.pddl,off,1,7,1.574,0.885974,,,,
pegsol-08-strips,p18.pddl,on,1,7,1.222,0.622319,,,,
pegsol-08-strips,p18.pddl,selector,1,7,1.574,0.619671,presolve,,,
pegsol-08-strips,p19.pddl,off,1,8,1.574,0.802298,,,,
pegsol-08-strips,p19.pddl,on,1,8,1.725,1.01999,,,,
pegsol-08-strips,p19.pddl,selector,1,8,2.178,1.22698,presolve,,,
pegsol-08-strips,p20.pddl,off,1,7,1.222,0.626989,,,,
pegsol-08-strips,p20.pddl,on,1,7,1.272,0.669618,,,,
pegsol-08-strips,p20.pddl,selector,1,7,1.876,0.948109,presolve,,,
pegsol-08-strips,p21.pddl,off,1,8,1.574,0.963884,,,,
pegsol-08-strips,p21.pddl,on,1,8,2.430,1.65437,,,,
pegsol-08-strips,p21.pddl,selector,1,8,1.725,0.961847,presolve,,,
pegsol-08-strips,p22.pddl,off,1,6,1.222,0.533991,,,,
pegsol-08-strips,p22.pddl,on,1,6,1.523,0.780854,,,,
pegsol-08-strips,p22.pddl,selector,1,6,1.876,0.936344,presolve,,,
pegsol-08-strips,p23.pddl,off,1,8,1.624,0.984987,,,,
pegsol-08-strips,p23.pddl,on,1,8,1.725,1.05401,,,,
pegsol-08-strips,p23.pddl,selector,1,8,2.228,1.23633,presolve,,,
pegsol-08-strips,p24.pddl,off,1,8,2.579,1.80908,,,,
pegsol-08-strips,p24.pddl,on,1,8,3.536,2.77089,,,,
pegsol-08-strips,p24.pddl,selector,1,8,2.530,1.76398,presolve,,,
pegsol-08-strips,p25.pddl,off,1,8,1.825,1.08623,,,,
pegsol-08-strips,p25.pddl,on,1,8,1.976,1.18598,,,,
pegsol-08-strips,p25.pddl,selector,1,8,2.027,1.13362,presolve,,,
pegsol-08-strips,p26.pddl,off,1,9,2.882,2.15588,,,,
pegsol-08-strips,p26.pddl,on,1,9,3.537,2.81091,,,,
pegsol-08-strips,p26.pddl,selector,1,9,4.089,3.13006,presolve,,,
pegsol-08-strips,p27.pddl,off,1,7,1.373,0.790986,,,,
pegsol-08-strips,p27.pddl,on,1,7,1.624,1.01886,,,,
pegsol-08-strips,p27.pddl,selector,1,7,2.128,1.19105,presolve,,,
pegsol-08-strips,p28.pddl,off,1,12,45.994,44.8605,,,,
pegsol-08-strips,p28.pddl,on,1,12,56.656,55.4137,,,,
pegsol-08-strips,p28.pddl,selector,1,12,61.133,48.6653,off,68478,72766,11.258
pegsol-08-strips,p29.pddl,off,1,11,18.875,17.9336,,,,
pegsol-08-strips,p29.pddl,on,1,11,22.553,21.5863,,,,
pegsol-08-strips,p29.pddl,selector,1,11,36.133,23.4506,off,68478,72766,11.713
pegsol-08-strips,p30.pddl,off,1,18,1012.491,1004.76,,,,
pegsol-08-strips,p30.pddl,on,1,18,1094.131,1087.11,,,,
pegsol-08-strips,p30.pddl,selector,1,18,949.765,930.8,off,68478,72766,11.663
pegsol-opt11-strips,p01.pddl,off,1,3,0.618,0.0404193,,,,
pegsol-opt11-strips,p01.pddl,on,1,3,0.618,0.0377896,,,,
pegsol-opt11-strips,p01.pddl,selector,1,3,0.870,0.0646677,presolve,,,
pegsol-opt11-strips,p02.pddl,off,1,10,4.389,3.61507,,,,
pegsol-opt11-strips,p02.pddl,on,1,10,3.083,2.45194,,,,
pegsol-opt11-strips,p02.pddl,selector,1,10,4.543,3.598,presolve,,,
pegsol-opt11-strips,p03.pddl,off,1,7,1.171,0.572988,,,,
pegsol-opt11-strips,p03.pddl,on,1,7,1.171,0.597147,,,,
pegsol-opt11-strips,p03.pddl,selector,1,7,1.524,0.742424,presolve,,,
pegsol-opt11-strips,p04.pddl,off,1,8,1.674,0.979989,,,,
pegsol-opt11-strips,p04.pddl,on,1,8,2.077,1.36377,,,,
pegsol-opt11-strips,p04.pddl,selector,1,8,1.624,0.788062,presolve,,,
pegsol-opt11-strips,p05.pddl,off,1,12,1.323,0.646096,,,,
pegsol-opt11-strips,p05.pddl,on,1,12,2.178,1.36699,,,,
pegsol-opt11-strips,p05.pddl,selector,1,12,1.876,0.957967,presolve,,,
pegsol-opt11-strips,p06.pddl,off,1,9,2.379,1.67396,,,,
pegsol-opt11-strips,p06.pddl,on,1,9,1.826,1.22053,,,,
pegsol-opt11-strips,p06.pddl,selector,1,9,2.580,1.66687,presolve,,,
pegsol-opt11-strips,p07.pddl,off,1,7,1.323,0.695118,,,,
pegsol-opt11-strips,p07.pddl,on,1,7,1.623,0.87199,,,,
pegsol-opt11-strips,p07.pddl,selector,1,7,1.523,0.678613,presolve,,,
pegsol-opt11-strips,p08.pddl,off,1,7,1.473,0.773029,,,,
pegsol-opt11-strips,p08.pddl,on,1,7,1.775,1.06199,,,,
pegsol-opt11-strips,p08.pddl,selector,1,7,1.373,0.626407,presolve,,,
pegsol-opt11-strips,p09.pddl,off,1,8,1.472,0.877109,,,,
pegsol-opt11-strips,p09.pddl,on,1,8,2.176,1.39378,,,,
pegsol-opt11-strips,p09.pddl,selector,1,8,1.875,0.954514,presolve,,,
pegsol-opt11-strips,p10.pddl,off,1,8,1.875,1.1821,,,,
pegsol-opt11-strips,p10.pddl,on,1,8,2.529,1.68881,,,,
pegsol-opt11-strips,p10.pddl,selector,1,8,1.775,0.996197,presolve,,,
pegsol-opt11-strips,p11.pddl,off,1,6,1.121,0.529,,,,
pegsol-opt11-strips,p11.pddl,on,1,6,1.623,0.919724,,,,
pegsol-opt11-strips,p11.pddl,selector,1,6,1.675,0.844987,presolve,,,
pegsol-opt11-strips,p12.pddl,off,1,11,2.026,1.27508,,,,
pegsol-opt11-strips,p12.pddl,on,1,11,1.926,1.15493,,,,
pegsol-opt11-strips,p12.pddl,selector,1,11,1.624,0.817747,presolve,,,
pegsol-opt11-strips,p13.pddl,off,1,8,1.675,0.969856,,,,
pegsol-opt11-strips,p13.pddl,on,1,8,2.328,1.60696,,,,
pegsol-opt11-strips,p13.pddl,selector,1,8,1.775,0.98198,presolve,,,
pegsol-opt11-strips,p14.pddl,off,1,8,3.183,2.44309,,,,
pegsol-opt11-strips,p14.pddl,on,1,8,1.825,1.1944,,,,
pegsol-opt11-strips,p14.pddl,selector,1,8,3.435,2.54593,presolve,,,
pegsol-opt11-strips,p15.pddl,off,1,8,1.574,0.959981,,,,
pegsol-opt11-strips,p15.pddl,on,1,8,1.725,1.03315,,,,
pegsol-opt11-strips,p15.pddl,selector,1,8,1.824,0.944038,presolve,,,
pegsol-opt11-strips,p16.pddl,off,1,9,3.534,2.79515,,,,
pegsol-opt11-strips,p16.pddl,on,1,9,2.581,1.97803,,,,
pegsol-opt11-strips,p16.pddl,selector,1,9,3.234,2.31928,presolve,,,
pegsol-opt11-strips,p17.pddl,off,1,7,1.422,0.773794,,,,
pegsol-opt11-strips,p17.pddl,on,1,7,1.975,1.26098,,,,
pegsol-opt11-strips,p17.pddl,selector,1,7,1.624,0.775574,presolve,,,
pegsol-opt11-strips,p18.pddl,off,1,12,49.715,48.6121,,,,
pegsol-opt11-strips,p18.pddl,on,1,12,52.030,50.7513,,,,
pegsol-opt11-strips,p18.pddl,selector,1,12,71.482,58.4743,off,68478,72766,11.611
pegsol-opt11-strips,p19.pddl,off,1,11,17.664,16.8496,,,,
pegsol-opt11-strips,p19.pddl,on,1,11,19.978,19.1552,,,,
pegsol-opt11-strips,p19.pddl,selector,1,11,29.424,17.3836,off,68478,72766,11.260
pegsol-opt11-strips,p20.pddl,off,1,18,1008.521,1000.86,,,,
pegsol-opt11-strips,p20.pddl,on,1,18,1024.629,1017.02,,,,
pegsol-opt11-strips,p20.pddl,selector,1,18,943.903,925.452,off,68478,72766,11.259
petri-net-alignment-opt18-strips,p01.pddl,off,1,16,4.693,2.28596,,,,
petri-net-alignment-opt18-strips,p01.pddl,on,1,16,5.145,2.53346,,,,
petri-net-alignment-opt18-strips,p01.pddl,selector,1,16,5.147,2.26781,presolve,,,
petri-net-alignment-opt18-strips,p02.pddl,off,1,35,6.859,4.33642,,,,
petri-net-alignment-opt18-strips,p02.pddl,on,1,35,9.719,6.84662,,,,
petri-net-alignment-opt18-strips,p02.pddl,selector,1,35,10.071,6.35886,presolve,,,
petri-net-alignment-opt18-strips,p03.pddl,off,1,64,17.007,11.8935,,,,
petri-net-alignment-opt18-strips,p03.pddl,on,1,64,17.108,11.3038,,,,
petri-net-alignment-opt18-strips,p03.pddl,selector,1,64,25.868,8.05508,off,48574,47098,16.488
petri-net-alignment-opt18-strips,p04.pddl,off,1,79,32.302,29.2602,,,,
petri-net-alignment-opt18-strips,p04.pddl,on,1,79,19.384,14.4087,,,,
petri-net-alignment-opt18-strips,p04.pddl,selector,1,79,46.072,30.0245,off,58216,45473,14.677
petri-net-alignment-opt18-strips,p05.pddl,off,1,66,14.351,10.4767,,,,
petri-net-alignment-opt18-strips,p05.pddl,on,1,66,24.602,19.5246,,,,
petri-net-alignment-opt18-strips,p05.pddl,selector,1,66,32.502,13.8901,off,36987,44686,16.792
petri-net-alignment-opt18-strips,p06.pddl,off,1,95,28.238,24.62,,,,
petri-net-alignment-opt18-strips,p06.pddl,on,1,95,37.187,31.7142,,,,
petri-net-alignment-opt18-strips,p06.pddl,selector,1,95,41.310,24.7699,off,54578,46592,15.223
petri-net-alignment-opt18-strips,p07.pddl,off,1,106,49.610,46.651,,,,
petri-net-alignment-opt18-strips,p07.pddl,on,1,106,30.905,27.4323,,,,
petri-net-alignment-opt18-strips,p07.pddl,selector,1,106,63.594,47.5415,off,52592,46951,14.632
petri-net-alignment-opt18-strips,p08.pddl,off,1,111,61.534,56.0565,,,,
petri-net-alignment-opt18-strips,p08.pddl,on,1,111,36.690,32.8313,,,,
petri-net-alignment-opt18-strips,p08.pddl,selector,1,111,69.040,49.32,off,59051,47737,17.692
petri-net-alignment-opt18-strips,p09.pddl,off,1,132,32.189,29.1309,,,,
petri-net-alignment-opt18-strips,p09.pddl,on,1,132,62.052,58.6586,,,,
petri-net-alignment-opt18-strips,p09.pddl,selector,1,132,36.005,19.7317,off,48470,50717,14.878
petri-net-alignment-opt18-strips,p10.pddl,off,1,169,77.887,72.8781,,,,
petri-net-alignment-opt18-strips,p10.pddl,on,1,169,60.061,55.0619,,,,
petri-net-alignment-opt18-strips,p10.pddl,selector,1,169,87.175,68.9289,off,50235,50000,16.689
petri-net-alignment-opt18-strips,p11.pddl,off,1,155,45.343,40.7777,,,,
petri-net-alignment-opt18-strips,p11.pddl,on,1,155,43.873,38.3492,,,,
petri-net-alignment-opt18-strips,p11.pddl,selector,1,155,57.663,40.8116,off,45440,47708,15.437
petri-net-alignment-opt18-strips,p12.pddl,off,1,187,197.520,192.76,,,,
petri-net-alignment-opt18-strips,p12.pddl,on,1,187,117.227,110.058,,,,
petri-net-alignment-opt18-strips,p12.pddl,selector,1,187,163.402,143.122,off,58818,51736,18.756
petri-net-alignment-opt18-strips,p13.pddl,off,1,192,91.267,87.126,,,,
petri-net-alignment-opt18-strips,p13.pddl,on,1,192,60.799,56.4773,,,,
petri-net-alignment-opt18-strips,p13.pddl,selector,1,192,118.292,97.7337,off,53163,51829,18.500
petri-net-alignment-opt18-strips,p14.pddl,off,1,201,67.507,61.1021,,,,
petri-net-alignment-opt18-strips,p14.pddl,on,1,201,53.790,49.2785,,,,
petri-net-alignment-opt18-strips,p14.pddl,selector,1,201,67.362,50.0237,off,46740,45826,15.937
petri-net-alignment-opt18-strips,p15.pddl,off,1,216,289.278,282.894,,,,
petri-net-alignment-opt18-strips,p15.pddl,on,1,216,40.579,34.5863,,,,
petri-net-alignment-opt18-strips,p15.pddl,selector,1,216,328.208,307.396,off,51467,48484,18.555
petri-net-alignment-opt18-strips,p16.pddl,off,1,237,119.909,115.426,,,,
petri-net-alignment-opt18-strips,p16.pddl,on,1,237,49.689,45.0849,,,,
petri-net-alignment-opt18-strips,p16.pddl,selector,1,237,142.471,121.227,off,66533,52132,19.205
petri-net-alignment-opt18-strips,p17.pddl,off,1,252,73.431,68.7281,,,,
petri-net-alignment-opt18-strips,p17.pddl,on,1,252,80.427,73.6731,,,,
petri-net-alignment-opt18-strips,p17.pddl,selector,1,252,91.896,70.27,off,53530,50729,19.660
petri-net-alignment-opt18-strips,p18.pddl,off,1,261,257.564,252.696,,,,
petri-net-alignment-opt18-strips,p18.pddl,on,1,261,136.236,129.096,,,,
petri-net-alignment-opt18-strips,p18.pddl,selector,1,261,261.655,243.849,off,44934,48511,16.135
petri-net-alignment-opt18-strips,p19.pddl,off,1,268,358.120,352.109,,,,
petri-net-alignment-opt18-strips,p19.pddl,on,1,268,50.210,44.3017,,,,
petri-net-alignment-opt18-strips,p19.pddl,selector,1,268,372.170,350.831,off,44245,49442,19.457
petri-net-alignment-opt18-strips,p20.pddl,off,1,295,137.563,132.437,,,,
petri-net-alignment-opt18-strips,p20.pddl,on,1,295,50.443,45.468,,,,
petri-net-alignment-opt18-strips,p20.pddl,selector,1,295,176.623,158.4,off,61556,53977,16.589
pipesworld-notankage,p01-net1-b6-g2.pddl,off,1,5,0.618,0.0266645,,,,
pipesworld-notankage,p01-net1-b6-g2.pddl,on,1,5,0.669,0.0250917,,,,
pipesworld-notankage,p01-net1-b6-g2.pddl,selector,1,5,0.920,0.0438222,presolve,,,
pipesworld-notankage,p02-net1-b6-g4.pddl,off,1,12,0.769,0.0507471,,,,
pipesworld-notankage,p02-net1-b6-g4.pddl,on,1,12,0.819,0.0488698,,,,
pipesworld-notankage,p02-net1-b6-g4.pddl,selector,1,12,0.971,0.0515114,presolve,,,
pipesworld-notankage,p03-net1-b8-g3.pddl,off,1,8,1.021,0.171917,,,,
pipesworld-notankage,p03-net1-b8-g3.pddl,on,1,8,1.071,0.166394,,,,
pipesworld-notankage,p03-net1-b8-g3.pddl,selector,1,8,1.221,0.17622,presolve,,,
pipesworld-notankage,p04-net1-b8-g5.pddl,off,1,11,1.020,0.183575,,,,
pipesworld-notankage,p04-net1-b8-g5.pddl,on,1,11,1.071,0.182196,,,,
pipesworld-notankage,p04-net1-b8-g5.pddl,selector,1,11,1.170,0.17601,presolve,,,
pipesworld-notankage,p05-net1-b10-g4.pddl,off,1,8,1.824,0.890989,,,,
pipesworld-notankage,p05-net1-b10-g4.pddl,on,1,8,1.674,0.801645,,,,
pipesworld-notankage,p05-net1-b10-g4.pddl,selector,1,8,1.522,0.561906,presolve,,,
pipesworld-notankage,p06-net1-b10-g6.pddl,off,1,10,1.423,0.585914,,,,
pipesworld-notankage,p06-net1-b10-g6.pddl,on,1,10,1.775,0.836567,,,,
pipesworld-notankage,p06-net1-b10-g6.pddl,selector,1,10,1.574,0.657751,presolve,,,
pipesworld-notankage,p07-net1-b12-g5.pddl,off,1,8,2.832,1.78567,,,,
pipesworld-notankage,p07-net1-b12-g5.pddl,on,1,8,4.388,3.17193,,,,
pipesworld-notankage,p07-net1-b12-g5.pddl,selector,1,8,2.882,1.75798,presolve,,,
pipesworld-notankage,p08-net1-b12-g7.pddl,off,1,10,3.284,2.32178,,,,
pipesworld-notankage,p08-net1-b12-g7.pddl,on,1,10,4.591,3.36686,,,,
pipesworld-notankage,p08-net1-b12-g7.pddl,selector,1,10,3.385,2.32953,presolve,,,
pipesworld-notankage,p09-net1-b14-g6.pddl,off,1,13,34.352,32.9856,,,,
pipesworld-notankage,p09-net1-b14-g6.pddl,on,1,13,29.186,27.7684,,,,
pipesworld-notankage,p09-net1-b14-g6.pddl,selector,1,13,39.447,23.4454,off,1023536,1131297,15.129
pipesworld-notankage,p10-net1-b14-g8.pddl,off,1,18,130.739,129.021,,,,
pipesworld-notankage,p10-net1-b14-g8.pddl,on,1,18,86.470,84.8884,,,,
pipesworld-notankage,p10-net1-b14-g8.pddl,selector,1,18,121.460,102.222,off,1014206,1121173,17.998
pipesworld-notankage,p11-net2-b10-g2.pddl,off,1,20,150.678,148.399,,,,
pipesworld-notankage,p11-net2-b10-g2.pddl,on,1,20,52.784,50.3365,,,,
pipesworld-notankage,p11-net2-b10-g2.pddl,selector,1,20,79.551,50.6629,on,530281,279157,26.717
pipesworld-notankage,p12-net2-b10-g4.pddl,off,1,24,111.950,109.339,,,,
pipesworld-notankage,p12-net2-b10-g4.pddl,on,1,24,51.009,48.0971,,,,
pipesworld-notankage,p12-net2-b10-g4.pddl,selector,1,24,75.104,37.8726,on,520686,291159,34.812
pipesworld-notankage,p13-net2-b12-g3.pddl,off,1,16,59.014,56.317,,,,
pipesworld-notankage,p13-net2-b12-g3.pddl,on,1,16,40.908,38.1471,,,,
pipesworld-notankage,p13-net2-b12-g3.pddl,selector,1,16,74.889,52.5233,off,427490,520120,20.515
pipesworld-notankage,p14-net2-b12-g5.pddl,off,0,,1800.066,,,,,
pipesworld-notankage,p14-net2-b12-g5.pddl,on,1,30,1691.769,1684.08,,,,
pipesworld-notankage,p14-net2-b12-g5.pddl,selector,1,30,1425.217,1350.98,on,1105872,643681,67.553
pipesworld-notankage,p15-net2-b14-g4.pddl,off,1,26,117.354,114.633,,,,
pipesworld-notankage,p15-net2-b14-g4.pddl,on,1,26,75.976,73.0073,,,,
pipesworld-notankage,p15-net2-b14-g4.pddl,selector,1,26,176.324,141.859,off,318693,445126,32.092
pipesworld-notankage,p16-net2-b14-g6.pddl,off,1,42,1495.752,1488.9,,,,
pipesworld-notankage,p16-net2-b14-g6.pddl,on,0,,1800.215,,,,,
pipesworld-notankage,p16-net2-b14-g6.pddl,selector,1,42,1743.166,1704.92,off,330826,454080,31.187
pipesworld-notankage,p17-net2-b16-g5.pddl,off,0,,1800.262,,,,,
pipesworld-notankage,p17-net2-b16-g5.pddl,on,0,,1799.960,,,,,
pipesworld-notankage,p17-net2-b16-g5.pddl,selector,0,,1800.167,,on,1860475,1010409,66.442
pipesworld-notankage,p18-net2-b16-g7.pddl,off,0,,1800.306,,,,,
pipesworld-notankage,p18-net2-b16-g7.pddl,on,0,,1799.860,,,,,
pipesworld-notankage,p18-net2-b16-g7.pddl,selector,0,,1800.211,,on,1664181,1063341,66.738
pipesworld-notankage,p19-net2-b18-g6.pddl,off,0,,1799.792,,,,,
pipesworld-notankage,p19-net2-b18-g6.pddl,on,0,,1799.652,,,,,
pipesworld-notankage,p19-net2-b18-g6.pddl,selector,0,,1800.451,,off,1267212,1302584,107.592
pipesworld-notankage,p20-net2-b18-g8.pddl,off,0,,1799.770,,,,,
pipesworld-notankage,p20-net2-b18-g8.pddl,on,0,,1799.544,,,,,
pipesworld-notankage,p20-net2-b18-g8.pddl,selector,0,,1799.806,,off,1347477,1213467,121.353
pipesworld-notankage,p21-net3-b12-g2.pddl,off,1,14,104.226,101.007,,,,
pipesworld-notankage,p21-net3-b12-g2.pddl,on,1,14,129.451,124.902,,,,
pipesworld-notankage,p21-net3-b12-g2.pddl,selector,1,14,172.427,123.226,on,1461292,625300,45.773
pipesworld-notankage,p22-net3-b12-g4.pddl,off,0,,1800.307,,,,,
pipesworld-notankage,p22-net3-b12-g4.pddl,on,0,,1800.243,,,,,
pipesworld-notankage,p22-net3-b12-g4.pddl,selector,0,,1800.657,,on,1486405,683239,47.985
pipesworld-notankage,p23-net3-b14-g3.pddl,off,0,,1800.295,,,,,
pipesworld-notankage,p23-net3-b14-g3.pddl,on,0,,1800.208,,,,,
pipesworld-notankage,p23-net3-b14-g3.pddl,selector,0,,1799.954,,on,3132631,1187487,94.520
pipesworld-notankage,p24-net3-b14-g5.pddl,off,0,,1799.648,,,,,
pipesworld-notankage,p24-net3-b14-g5.pddl,on,0,,1799.340,,,,,
pipesworld-notankage,p24-net3-b14-g5.pddl,selector,0,,1800.445,,on,3187030,1505182,97.731
pipesworld-notankage,p25-net3-b16-g5.pddl,off,0,,1800.113,,,,,
pipesworld-notankage,p25-net3-b16-g5.pddl,on,0,,1800.265,,,,,
pipesworld-notankage,p25-net3-b16-g5.pddl,selector,0,,1799.750,,off,3885672,3777336,142.178
pipesworld-notankage,p26-net3-b16-g7.pddl,off,0,,1800.159,,,,,
pipesworld-notankage,p26-net3-b16-g7.pddl,on,0,,1800.638,,,,,
pipesworld-notankage,p26-net3-b16-g7.pddl,selector,0,,1800.062,,off,4587827,3745967,140.537
pipesworld-notankage,p27-net3-b18-g6.pddl,off,0,,1799.516,,,,,
pipesworld-notankage,p27-net3-b18-g6.pddl,on,0,,1800.034,,,,,
pipesworld-notankage,p27-net3-b18-g6.pddl,selector,0,,1800.017,,off,4222365,5300489,144.504
pipesworld-notankage,p28-net3-b18-g7.pddl,off,0,,1800.570,,,,,
pipesworld-notankage,p28-net3-b18-g7.pddl,on,0,,1662.582,,,,,
pipesworld-notankage,p28-net3-b18-g7.pddl,selector,0,,1800.039,,off,2686681,3734291,146.315
pipesworld-notankage,p29-net3-b20-g6.pddl,off,0,,1800.239,,,,,
pipesworld-notankage,p29-net3-b20-g6.pddl,on,0,,1799.427,,,,,
pipesworld-notankage,p29-net3-b20-g6.pddl,selector,0,,1795.406,,off,5788911,6770760,151.763
pipesworld-notankage,p30-net3-b20-g8.pddl,off,0,,1799.586,,,,,
pipesworld-notankage,p30-net3-b20-g8.pddl,on,0,,1799.687,,,,,
pipesworld-notankage,p30-net3-b20-g8.pddl,selector,0,,1799.889,,on,4223941,2541739,147.249
pipesworld-notankage,p31-net4-b14-g3.pddl,off,0,,1799.891,,,,,
pipesworld-notankage,p31-net4-b14-g3.pddl,on,0,,1799.998,,,,,
pipesworld-notankage,p31-net4-b14-g3.pddl,selector,0,,1800.331,,on,4753436,1994191,136.837
pipesworld-notankage,p32-net4-b14-g5.pddl,off,0,,1423.973,,,,,
pipesworld-notankage,p32-net4-b14-g5.pddl,on,0,,1800.330,,,,,
pipesworld-notankage,p32-net4-b14-g5.pddl,selector,0,,1800.187,,on,4627507,1898131,140.754
pipesworld-notankage,p33-net4-b16-g5.pddl,off,0,,1800.100,,,,,
pipesworld-notankage,p33-net4-b16-g5.pddl,on,0,,1799.812,,,,,
pipesworld-notankage,p33-net4-b16-g5.pddl,selector,0,,1800.219,,on,4918233,1281152,104.722
pipesworld-notankage,p34-net4-b16-g6.pddl,off,0,,1799.480,,,,,
pipesworld-notankage,p34-net4-b16-g6.pddl,on,0,,1799.631,,,,,
pipesworld-notankage,p34-net4-b16-g6.pddl,selector,0,,1799.841,,on,4226591,2057753,143.242
pipesworld-notankage,p35-net4-b18-g4.pddl,off,0,,1799.780,,,,,
pipesworld-notankage,p35-net4-b18-g4.pddl,on,0,,1799.837,,,,,
pipesworld-notankage,p35-net4-b18-g4.pddl,selector,0,,1800.251,,off,3856827,4921255,147.828
pipesworld-notankage,p36-net4-b18-g6.pddl,off,0,,1799.897,,,,,
pipesworld-notankage,p36-net4-b18-g6.pddl,on,0,,1799.759,,,,,
pipesworld-notankage,p36-net4-b18-g6.pddl,selector,0,,1799.922,,off,3777510,4615103,143.508
pipesworld-notankage,p37-net4-b20-g5.pddl,off,0,,1800.464,,,,,
pipesworld-notankage,p37-net4-b20-g5.pddl,on,0,,1799.582,,,,,
pipesworld-notankage,p37-net4-b20-g5.pddl,selector,0,,1799.461,,off,4506040,4816499,154.054
pipesworld-notankage,p38-net4-b20-g7.pddl,off,0,,1799.952,,,,,
pipesworld-notankage,p38-net4-b20-g7.pddl,on,0,,1800.315,,,,,
pipesworld-notankage,p38-net4-b20-g7.pddl,selector,0,,1800.540,,off,5599346,4292504,145.828
pipesworld-notankage,p39-net4-b22-g7.pddl,off,0,,1258.581,,,,,
pipesworld-notankage,p39-net4-b22-g7.pddl,on,0,,1799.428,,,,,
pipesworld-notankage,p39-net4-b22-g7.pddl,selector,0,,1434.993,,off,6810904,11278852,154.944
pipesworld-notankage,p40-net4-b22-g8.pddl,off,0,,1799.619,,,,,
pipesworld-notankage,p40-net4-b22-g8.pddl,on,0,,1799.820,,,,,
pipesworld-notankage,p40-net4-b22-g8.pddl,selector,0,,1799.972,,off,6286149,8610356,153.543
pipesworld-notankage,p41-net5-b22-g2.pddl,off,0,,1800.324,,,,,
pipesworld-notankage,p41-net5-b22-g2.pddl,on,0,,1800.073,,,,,
pipesworld-notankage,p41-net5-b22-g2.pddl,selector,0,,1799.935,,off,9136878,10514178,163.247
pipesworld-notankage,p42-net5-b22-g4.pddl,off,0,,1800.382,,,,,
pipesworld-notankage,p42-net5-b22-g4.pddl,on,0,,1755.629,,,,,
pipesworld-notankage,p42-net5-b22-g4.pddl,selector,0,,1800.224,,off,7394737,10578528,164.469
pipesworld-notankage,p43-net5-b24-g3.pddl,off,0,,1799.818,,,,,
pipesworld-notankage,p43-net5-b24-g3.pddl,on,0,,1799.539,,,,,
pipesworld-notankage,p43-net5-b24-g3.pddl,selector,0,,1799.662,,off,8541295,9618082,181.150
pipesworld-notankage,p44-net5-b24-g5.pddl,off,0,,1799.867,,,,,
pipesworld-notankage,p44-net5-b24-g5.pddl,on,0,,1799.863,,,,,
